<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.06	01:02:00	0.90901	0.90904	0.90897	0.90902	8	0	17
2025.01.06	01:03:00	0.90902	0.90903	0.90898	0.90903	8	0	16
2025.01.06	01:04:00	0.90903	0.90903	0.90897	0.90897	4	0	16
2025.01.06	01:05:00	0.90897	0.90900	0.90894	0.90899	13	0	16
2025.01.06	01:06:00	0.90899	0.90899	0.90886	0.90893	7	0	16
2025.01.06	01:07:00	0.90893	0.90898	0.90889	0.90897	8	0	16
2025.01.06	01:08:00	0.90897	0.90904	0.90897	0.90904	7	0	16
2025.01.06	01:09:00	0.90904	0.90904	0.90897	0.90897	6	0	16
2025.01.06	01:10:00	0.90897	0.90902	0.90897	0.90902	9	0	16
2025.01.06	01:11:00	0.90902	0.90908	0.90901	0.90904	13	0	16
2025.01.06	01:12:00	0.90905	0.90908	0.90900	0.90902	16	0	17
2025.01.06	01:13:00	0.90902	0.90905	0.90897	0.90901	20	0	17
2025.01.06	01:14:00	0.90901	0.90901	0.90897	0.90898	11	0	17
2025.01.06	01:15:00	0.90897	0.90902	0.90896	0.90898	15	0	17
2025.01.06	01:16:00	0.90897	0.90898	0.90894	0.90895	13	0	16
2025.01.06	01:17:00	0.90895	0.90896	0.90892	0.90896	5	0	16
2025.01.06	01:18:00	0.90896	0.90897	0.90895	0.90896	7	0	16
2025.01.06	01:19:00	0.90896	0.90896	0.90894	0.90896	4	0	16
2025.01.06	01:20:00	0.90896	0.90899	0.90893	0.90895	11	0	16
2025.01.06	01:21:00	0.90895	0.90898	0.90895	0.90897	6	0	16
2025.01.06	01:22:00	0.90897	0.90902	0.90897	0.90897	13	0	16
2025.01.06	01:23:00	0.90897	0.90900	0.90896	0.90897	9	0	17
2025.01.06	01:24:00	0.90897	0.90899	0.90897	0.90899	5	0	16
2025.01.06	01:25:00	0.90899	0.90899	0.90898	0.90898	4	0	15
2025.01.06	01:26:00	0.90898	0.90899	0.90898	0.90899	6	0	15
2025.01.06	01:27:00	0.90899	0.90904	0.90899	0.90902	7	0	15
2025.01.06	01:28:00	0.90902	0.90904	0.90900	0.90901	9	0	16
2025.01.06	01:29:00	0.90901	0.90904	0.90901	0.90902	8	0	16
2025.01.06	01:30:00	0.90902	0.90910	0.90902	0.90906	17	0	17
2025.01.06	01:31:00	0.90906	0.90918	0.90906	0.90912	14	0	18
2025.01.06	01:32:00	0.90912	0.90919	0.90912	0.90918	8	0	18
2025.01.06	01:33:00	0.90918	0.90929	0.90918	0.90926	15	0	18
2025.01.06	01:34:00	0.90926	0.90928	0.90926	0.90928	3	0	16
2025.01.06	01:35:00	0.90928	0.90936	0.90927	0.90935	9	0	15
2025.01.06	01:36:00	0.90935	0.90935	0.90927	0.90927	9	0	17
2025.01.06	01:37:00	0.90927	0.90928	0.90920	0.90924	16	0	16
2025.01.06	01:38:00	0.90924	0.90924	0.90918	0.90918	21	0	15
2025.01.06	01:39:00	0.90919	0.90922	0.90918	0.90922	8	0	14
2025.01.06	01:40:00	0.90922	0.90922	0.90915	0.90917	12	0	14
2025.01.06	01:41:00	0.90917	0.90917	0.90911	0.90912	11	0	15
2025.01.06	01:42:00	0.90912	0.90913	0.90911	0.90911	4	0	14
2025.01.06	01:43:00	0.90911	0.90911	0.90906	0.90907	7	0	14
2025.01.06	01:44:00	0.90907	0.90907	0.90901	0.90901	9	0	14
2025.01.06	01:45:00	0.90901	0.90901	0.90897	0.90901	10	0	15
2025.01.06	01:46:00	0.90901	0.90906	0.90899	0.90899	13	0	15
2025.01.06	01:47:00	0.90899	0.90900	0.90897	0.90897	5	0	17
2025.01.06	01:48:00	0.90897	0.90899	0.90895	0.90896	13	0	15
2025.01.06	01:49:00	0.90896	0.90898	0.90895	0.90897	9	0	14
2025.01.06	01:50:00	0.90896	0.90904	0.90896	0.90904	16	0	15
2025.01.06	01:51:00	0.90904	0.90910	0.90900	0.90910	14	0	15
2025.01.06	01:52:00	0.90913	0.90921	0.90911	0.90920	20	0	18
2025.01.06	01:53:00	0.90922	0.90931	0.90920	0.90928	29	0	18
2025.01.06	01:54:00	0.90928	0.90930	0.90924	0.90924	15	0	18
2025.01.06	01:55:00	0.90924	0.90929	0.90924	0.90928	20	0	18
2025.01.06	01:56:00	0.90928	0.90935	0.90927	0.90930	15	0	17
2025.01.06	01:57:00	0.90931	0.90934	0.90930	0.90931	10	0	17
2025.01.06	01:58:00	0.90931	0.90932	0.90928	0.90928	14	0	16
2025.01.06	01:59:00	0.90928	0.90932	0.90928	0.90931	16	0	15
2025.01.06	02:00:00	0.90934	0.90956	0.90934	0.90956	35	0	15
2025.01.06	02:01:00	0.90956	0.90960	0.90935	0.90939	23	0	18
2025.01.06	02:02:00	0.90937	0.90948	0.90937	0.90946	14	0	18
2025.01.06	02:03:00	0.90946	0.90951	0.90942	0.90951	7	0	17
2025.01.06	02:04:00	0.90951	0.90964	0.90948	0.90964	23	0	17
2025.01.06	02:05:00	0.90964	0.90972	0.90961	0.90968	27	0	17
2025.01.06	02:06:00	0.90968	0.90977	0.90967	0.90976	17	0	16
2025.01.06	02:07:00	0.90977	0.90990	0.90976	0.90987	24	0	15
2025.01.06	02:08:00	0.90988	0.90991	0.90986	0.90989	18	0	15
2025.01.06	02:09:00	0.90989	0.90996	0.90989	0.90990	13	0	15
2025.01.06	02:10:00	0.90990	0.91007	0.90989	0.91007	23	0	16
2025.01.06	02:11:00	0.91007	0.91007	0.91000	0.91002	24	0	17
2025.01.06	02:12:00	0.91002	0.91012	0.91002	0.91011	29	0	16
2025.01.06	02:13:00	0.91011	0.91011	0.90992	0.90994	21	0	15
2025.01.06	02:14:00	0.90994	0.90999	0.90991	0.90999	40	0	14
2025.01.06	02:15:00	0.90999	0.91000	0.90983	0.90987	22	0	14
2025.01.06	02:16:00	0.90987	0.90988	0.90970	0.90982	29	0	16
2025.01.06	02:17:00	0.90982	0.90990	0.90975	0.90989	37	0	18
2025.01.06	02:18:00	0.90988	0.90993	0.90987	0.90992	22	0	16
2025.01.06	02:19:00	0.90992	0.90995	0.90990	0.90991	23	0	14
2025.01.06	02:20:00	0.90991	0.90998	0.90991	0.90998	11	0	14
2025.01.06	02:21:00	0.90998	0.91017	0.90997	0.91012	27	0	14
2025.01.06	02:22:00	0.91011	0.91014	0.91009	0.91014	16	0	17
2025.01.06	02:23:00	0.91014	0.91022	0.91014	0.91017	29	0	16
2025.01.06	02:24:00	0.91018	0.91022	0.91012	0.91016	28	0	15
2025.01.06	02:25:00	0.91016	0.91020	0.91016	0.91019	18	0	14
2025.01.06	02:26:00	0.91019	0.91020	0.91018	0.91018	3	0	14
2025.01.06	02:27:00	0.91018	0.91018	0.91009	0.91016	22	0	14
2025.01.06	02:28:00	0.91016	0.91021	0.91014	0.91017	15	0	14
2025.01.06	02:29:00	0.91017	0.91018	0.91013	0.91014	9	0	14
2025.01.06	02:30:00	0.91014	0.91029	0.91009	0.91029	25	0	15
2025.01.06	02:31:00	0.91029	0.91032	0.91025	0.91029	24	0	18
2025.01.06	02:32:00	0.91029	0.91033	0.91025	0.91031	28	0	18
2025.01.06	02:33:00	0.91031	0.91037	0.91031	0.91037	27	0	17
2025.01.06	02:34:00	0.91037	0.91042	0.91036	0.91040	21	0	14
2025.01.06	02:35:00	0.91041	0.91041	0.91029	0.91034	27	0	15
2025.01.06	02:36:00	0.91034	0.91034	0.91028	0.91033	18	0	14
2025.01.06	02:37:00	0.91033	0.91042	0.91033	0.91041	16	0	15
2025.01.06	02:38:00	0.91041	0.91043	0.91040	0.91042	17	0	14
2025.01.06	02:39:00	0.91042	0.91044	0.91036	0.91044	20	0	14
2025.01.06	02:40:00	0.91044	0.91044	0.91038	0.91040	19	0	14
2025.01.06	02:41:00	0.91040	0.91040	0.91029	0.91029	15	0	14
2025.01.06	02:42:00	0.91030	0.91030	0.91017	0.91018	19	0	18
2025.01.06	02:43:00	0.91018	0.91027	0.91018	0.91022	9	0	18
2025.01.06	02:44:00	0.91022	0.91024	0.91018	0.91023	18	0	15
2025.01.06	02:45:00	0.91024	0.91036	0.91024	0.91031	17	0	14
2025.01.06	02:46:00	0.91031	0.91032	0.91026	0.91028	13	0	14
2025.01.06	02:47:00	0.91028	0.91031	0.91021	0.91025	21	0	14
2025.01.06	02:48:00	0.91025	0.91025	0.91015	0.91019	26	0	15
2025.01.06	02:49:00	0.91020	0.91020	0.91017	0.91020	15	0	14
2025.01.06	02:50:00	0.91020	0.91024	0.91006	0.91010	28	0	14
2025.01.06	02:51:00	0.91010	0.91014	0.91001	0.91001	28	0	18
2025.01.06	02:52:00	0.91001	0.91001	0.90996	0.90997	33	0	15
2025.01.06	02:53:00	0.90997	0.90997	0.90987	0.90993	27	0	14
2025.01.06	02:54:00	0.90993	0.90993	0.90976	0.90984	47	0	17
2025.01.06	02:55:00	0.90985	0.90985	0.90965	0.90965	43	0	18
2025.01.06	02:56:00	0.90965	0.90965	0.90948	0.90953	31	0	17
2025.01.06	02:57:00	0.90953	0.90954	0.90947	0.90952	34	0	16
2025.01.06	02:58:00	0.90951	0.90963	0.90950	0.90963	17	0	17
2025.01.06	02:59:00	0.90963	0.90975	0.90963	0.90975	32	0	15
2025.01.06	03:00:00	0.90975	0.90978	0.90966	0.90978	24	0	15
2025.01.06	03:01:00	0.90978	0.90983	0.90977	0.90982	21	0	16
2025.01.06	03:02:00	0.90982	0.90991	0.90978	0.90991	25	0	15
2025.01.06	03:03:00	0.90991	0.90991	0.90974	0.90976	17	0	15
2025.01.06	03:04:00	0.90976	0.90983	0.90974	0.90983	17	0	14
2025.01.06	03:05:00	0.90983	0.90986	0.90977	0.90980	20	0	14
2025.01.06	03:06:00	0.90980	0.90988	0.90980	0.90987	13	0	14
2025.01.06	03:07:00	0.90987	0.90988	0.90963	0.90964	18	0	14
2025.01.06	03:08:00	0.90964	0.90966	0.90960	0.90961	11	0	16
2025.01.06	03:09:00	0.90963	0.90970	0.90962	0.90968	21	0	14
2025.01.06	03:10:00	0.90968	0.90970	0.90958	0.90964	27	0	14
2025.01.06	03:11:00	0.90964	0.90965	0.90956	0.90958	30	0	16
2025.01.06	03:12:00	0.90958	0.90959	0.90948	0.90949	33	0	15
2025.01.06	03:13:00	0.90950	0.90953	0.90945	0.90953	34	0	16
2025.01.06	03:14:00	0.90953	0.90955	0.90948	0.90951	42	0	14
2025.01.06	03:15:00	0.90951	0.90952	0.90920	0.90928	52	0	14
2025.01.06	03:16:00	0.90928	0.90933	0.90925	0.90932	19	0	18
2025.01.06	03:17:00	0.90932	0.90937	0.90930	0.90932	23	0	17
2025.01.06	03:18:00	0.90932	0.90936	0.90926	0.90932	29	0	16
2025.01.06	03:19:00	0.90932	0.90944	0.90931	0.90944	31	0	16
2025.01.06	03:20:00	0.90944	0.90948	0.90944	0.90946	30	0	14
2025.01.06	03:21:00	0.90946	0.90949	0.90941	0.90946	34	0	14
2025.01.06	03:22:00	0.90946	0.90952	0.90944	0.90945	29	0	14
2025.01.06	03:23:00	0.90945	0.90959	0.90945	0.90957	30	0	16
2025.01.06	03:24:00	0.90957	0.90974	0.90957	0.90974	19	0	15
2025.01.06	03:25:00	0.90974	0.90981	0.90972	0.90975	23	0	14
2025.01.06	03:26:00	0.90976	0.90980	0.90976	0.90979	5	0	14
2025.01.06	03:27:00	0.90979	0.90991	0.90977	0.90991	26	0	14
2025.01.06	03:28:00	0.90991	0.90998	0.90991	0.90998	18	0	14
2025.01.06	03:29:00	0.90998	0.90998	0.90990	0.90991	32	0	14
2025.01.06	03:30:00	0.90991	0.90992	0.90982	0.90982	21	0	14
2025.01.06	03:31:00	0.90982	0.90986	0.90977	0.90986	27	0	16
2025.01.06	03:32:00	0.90985	0.90985	0.90981	0.90984	22	0	16
2025.01.06	03:33:00	0.90983	0.90984	0.90976	0.90976	25	0	15
2025.01.06	03:34:00	0.90976	0.90984	0.90976	0.90982	23	0	15
2025.01.06	03:35:00	0.90982	0.90993	0.90982	0.90993	23	0	14
2025.01.06	03:36:00	0.90993	0.91001	0.90993	0.90998	24	0	15
2025.01.06	03:37:00	0.90998	0.91000	0.90996	0.90998	23	0	16
2025.01.06	03:38:00	0.90998	0.90998	0.90982	0.90985	36	0	15
2025.01.06	03:39:00	0.90985	0.90992	0.90984	0.90990	29	0	16
2025.01.06	03:40:00	0.90991	0.90991	0.90984	0.90989	38	0	17
2025.01.06	03:41:00	0.90989	0.90995	0.90989	0.90993	43	0	17
2025.01.06	03:42:00	0.90994	0.91001	0.90994	0.90996	21	0	14
2025.01.06	03:43:00	0.90993	0.90996	0.90982	0.90984	27	0	14
2025.01.06	03:44:00	0.90984	0.90988	0.90983	0.90984	16	0	15
2025.01.06	03:45:00	0.90984	0.90988	0.90975	0.90976	22	0	15
2025.01.06	03:46:00	0.90975	0.90982	0.90975	0.90982	27	0	14
2025.01.06	03:47:00	0.90982	0.90984	0.90975	0.90977	27	0	14
2025.01.06	03:48:00	0.90977	0.90986	0.90977	0.90984	20	0	14
2025.01.06	03:49:00	0.90985	0.90989	0.90983	0.90987	21	0	14
2025.01.06	03:50:00	0.90986	0.90993	0.90983	0.90986	34	0	14
2025.01.06	03:51:00	0.90986	0.90991	0.90982	0.90984	22	0	18
2025.01.06	03:52:00	0.90984	0.90985	0.90978	0.90981	39	0	16
2025.01.06	03:53:00	0.90981	0.90982	0.90978	0.90978	24	0	14
2025.01.06	03:54:00	0.90978	0.90989	0.90977	0.90989	49	0	14
2025.01.06	03:55:00	0.90989	0.90989	0.90970	0.90970	35	0	16
2025.01.06	03:56:00	0.90970	0.90978	0.90970	0.90974	35	0	17
2025.01.06	03:57:00	0.90974	0.90980	0.90971	0.90980	27	0	15
2025.01.06	03:58:00	0.90980	0.90982	0.90974	0.90979	34	0	16
2025.01.06	03:59:00	0.90979	0.90982	0.90977	0.90982	20	0	14
2025.01.06	04:00:00	0.90982	0.90985	0.90978	0.90979	22	0	14
2025.01.06	04:01:00	0.90979	0.90979	0.90971	0.90971	21	0	14
2025.01.06	04:02:00	0.90971	0.90981	0.90971	0.90981	19	0	14
2025.01.06	04:03:00	0.90981	0.90987	0.90981	0.90986	24	0	14
2025.01.06	04:04:00	0.90986	0.90986	0.90977	0.90979	19	0	16
2025.01.06	04:05:00	0.90979	0.90979	0.90967	0.90969	13	0	16
2025.01.06	04:06:00	0.90970	0.90970	0.90967	0.90968	18	0	14
2025.01.06	04:07:00	0.90967	0.90971	0.90965	0.90966	18	0	14
2025.01.06	04:08:00	0.90966	0.90966	0.90959	0.90960	23	0	14
2025.01.06	04:09:00	0.90960	0.90962	0.90949	0.90954	35	0	15
2025.01.06	04:10:00	0.90954	0.90959	0.90950	0.90957	25	0	18
2025.01.06	04:11:00	0.90956	0.90962	0.90956	0.90959	16	0	17
2025.01.06	04:12:00	0.90959	0.90960	0.90955	0.90955	24	0	14
2025.01.06	04:13:00	0.90955	0.90958	0.90951	0.90953	21	0	14
2025.01.06	04:14:00	0.90953	0.90959	0.90952	0.90958	11	0	14
2025.01.06	04:15:00	0.90958	0.90962	0.90950	0.90953	34	0	14
2025.01.06	04:16:00	0.90953	0.90961	0.90953	0.90957	29	0	18
2025.01.06	04:17:00	0.90959	0.90960	0.90949	0.90949	26	0	18
2025.01.06	04:18:00	0.90949	0.90955	0.90948	0.90955	19	0	16
2025.01.06	04:19:00	0.90955	0.90960	0.90955	0.90957	13	0	16
2025.01.06	04:20:00	0.90957	0.90966	0.90955	0.90956	30	0	16
2025.01.06	04:21:00	0.90956	0.90974	0.90956	0.90973	20	0	18
2025.01.06	04:22:00	0.90973	0.90974	0.90970	0.90973	32	0	17
2025.01.06	04:23:00	0.90973	0.90980	0.90973	0.90975	26	0	14
2025.01.06	04:24:00	0.90976	0.90979	0.90975	0.90979	15	0	14
2025.01.06	04:25:00	0.90979	0.90990	0.90979	0.90987	23	0	14
2025.01.06	04:26:00	0.90987	0.90987	0.90983	0.90986	14	0	14
2025.01.06	04:27:00	0.90985	0.90986	0.90980	0.90981	13	0	14
2025.01.06	04:28:00	0.90981	0.90981	0.90974	0.90976	19	0	14
2025.01.06	04:29:00	0.90976	0.90978	0.90975	0.90978	12	0	14
2025.01.06	04:30:00	0.90978	0.90982	0.90978	0.90981	15	0	15
2025.01.06	04:31:00	0.90981	0.90981	0.90978	0.90978	15	0	15
2025.01.06	04:32:00	0.90978	0.90982	0.90972	0.90972	15	0	15
2025.01.06	04:33:00	0.90972	0.90977	0.90970	0.90977	15	0	16
2025.01.06	04:34:00	0.90977	0.90978	0.90975	0.90978	12	0	14
2025.01.06	04:35:00	0.90978	0.90979	0.90975	0.90979	10	0	14
2025.01.06	04:36:00	0.90979	0.90985	0.90977	0.90984	17	0	14
2025.01.06	04:37:00	0.90983	0.90983	0.90974	0.90975	24	0	18
2025.01.06	04:38:00	0.90975	0.90980	0.90971	0.90971	14	0	17
2025.01.06	04:39:00	0.90971	0.90971	0.90967	0.90968	12	0	17
2025.01.06	04:40:00	0.90968	0.90970	0.90957	0.90958	18	0	15
2025.01.06	04:41:00	0.90958	0.90963	0.90957	0.90960	11	0	16
2025.01.06	04:42:00	0.90961	0.90961	0.90950	0.90955	17	0	16
2025.01.06	04:43:00	0.90956	0.90958	0.90947	0.90957	23	0	15
2025.01.06	04:44:00	0.90958	0.90963	0.90955	0.90962	14	0	16
2025.01.06	04:45:00	0.90962	0.90965	0.90962	0.90964	8	0	14
2025.01.06	04:46:00	0.90964	0.90964	0.90962	0.90962	19	0	14
2025.01.06	04:47:00	0.90962	0.90966	0.90958	0.90958	23	0	14
2025.01.06	04:48:00	0.90958	0.90959	0.90955	0.90957	14	0	15
2025.01.06	04:49:00	0.90957	0.90961	0.90949	0.90949	16	0	14
2025.01.06	04:50:00	0.90949	0.90960	0.90949	0.90959	11	0	16
2025.01.06	04:51:00	0.90959	0.90959	0.90956	0.90957	14	0	16
2025.01.06	04:52:00	0.90957	0.90959	0.90954	0.90958	19	0	14
2025.01.06	04:53:00	0.90957	0.90958	0.90954	0.90957	12	0	14
2025.01.06	04:54:00	0.90957	0.90961	0.90957	0.90959	16	0	14
2025.01.06	04:55:00	0.90959	0.90963	0.90957	0.90958	25	0	15
2025.01.06	04:56:00	0.90958	0.90958	0.90953	0.90953	15	0	14
2025.01.06	04:57:00	0.90953	0.90957	0.90953	0.90957	16	0	14
2025.01.06	04:58:00	0.90957	0.90957	0.90945	0.90947	12	0	14
2025.01.06	04:59:00	0.90947	0.90951	0.90947	0.90949	14	0	15
2025.01.06	05:00:00	0.90948	0.90950	0.90946	0.90950	17	0	16
2025.01.06	05:01:00	0.90950	0.90952	0.90950	0.90951	8	0	14
2025.01.06	05:02:00	0.90951	0.90951	0.90939	0.90939	23	0	14
2025.01.06	05:03:00	0.90939	0.90939	0.90922	0.90922	27	0	18
2025.01.06	05:04:00	0.90922	0.90928	0.90920	0.90927	14	0	17
2025.01.06	05:05:00	0.90927	0.90934	0.90925	0.90933	15	0	16
2025.01.06	05:06:00	0.90933	0.90933	0.90926	0.90926	6	0	18
2025.01.06	05:07:00	0.90926	0.90929	0.90926	0.90928	15	0	15
2025.01.06	05:08:00	0.90928	0.90942	0.90928	0.90942	16	0	14
2025.01.06	05:09:00	0.90942	0.90949	0.90942	0.90942	12	0	18
2025.01.06	05:10:00	0.90943	0.90946	0.90937	0.90937	21	0	17
2025.01.06	05:11:00	0.90937	0.90941	0.90937	0.90939	9	0	14
2025.01.06	05:12:00	0.90939	0.90943	0.90935	0.90937	18	0	14
2025.01.06	05:13:00	0.90937	0.90939	0.90935	0.90938	9	0	14
2025.01.06	05:14:00	0.90938	0.90940	0.90937	0.90940	9	0	14
2025.01.06	05:15:00	0.90940	0.90944	0.90935	0.90938	16	0	14
2025.01.06	05:16:00	0.90938	0.90947	0.90937	0.90947	16	0	16
2025.01.06	05:17:00	0.90948	0.90963	0.90947	0.90958	14	0	17
2025.01.06	05:18:00	0.90958	0.90958	0.90950	0.90950	7	0	18
2025.01.06	05:19:00	0.90950	0.90954	0.90950	0.90954	9	0	16
2025.01.06	05:20:00	0.90955	0.90957	0.90954	0.90955	6	0	14
2025.01.06	05:21:00	0.90955	0.90955	0.90944	0.90948	11	0	14
2025.01.06	05:22:00	0.90948	0.90951	0.90946	0.90951	16	0	14
2025.01.06	05:23:00	0.90951	0.90951	0.90947	0.90947	8	0	14
2025.01.06	05:24:00	0.90947	0.90947	0.90944	0.90946	6	0	14
2025.01.06	05:25:00	0.90946	0.90947	0.90940	0.90940	18	0	14
2025.01.06	05:26:00	0.90940	0.90946	0.90940	0.90946	12	0	14
2025.01.06	05:27:00	0.90946	0.90953	0.90945	0.90949	12	0	14
2025.01.06	05:28:00	0.90949	0.90952	0.90948	0.90949	9	0	18
2025.01.06	05:29:00	0.90949	0.90951	0.90948	0.90949	11	0	16
2025.01.06	05:30:00	0.90947	0.90952	0.90946	0.90951	32	0	16
2025.01.06	05:31:00	0.90951	0.90960	0.90950	0.90956	16	0	16
2025.01.06	05:32:00	0.90956	0.90959	0.90952	0.90952	15	0	18
2025.01.06	05:33:00	0.90952	0.90954	0.90951	0.90954	13	0	16
2025.01.06	05:34:00	0.90953	0.90961	0.90953	0.90958	22	0	15
2025.01.06	05:35:00	0.90958	0.90960	0.90946	0.90946	16	0	18
2025.01.06	05:36:00	0.90946	0.90950	0.90945	0.90946	9	0	17
2025.01.06	05:37:00	0.90946	0.90950	0.90945	0.90949	12	0	15
2025.01.06	05:38:00	0.90949	0.90949	0.90946	0.90949	10	0	14
2025.01.06	05:39:00	0.90950	0.90952	0.90947	0.90952	10	0	14
2025.01.06	05:40:00	0.90952	0.90957	0.90950	0.90951	14	0	14
2025.01.06	05:41:00	0.90951	0.90955	0.90950	0.90954	12	0	14
2025.01.06	05:42:00	0.90955	0.90957	0.90954	0.90956	13	0	14
2025.01.06	05:43:00	0.90957	0.90960	0.90956	0.90960	18	0	14
2025.01.06	05:44:00	0.90960	0.90964	0.90959	0.90963	9	0	17
2025.01.06	05:45:00	0.90961	0.90965	0.90957	0.90958	16	0	16
2025.01.06	05:46:00	0.90958	0.90959	0.90958	0.90959	6	0	14
2025.01.06	05:47:00	0.90959	0.90960	0.90955	0.90958	11	0	14
2025.01.06	05:48:00	0.90958	0.90961	0.90958	0.90961	4	0	14
2025.01.06	05:49:00	0.90963	0.90964	0.90956	0.90956	15	0	14
2025.01.06	05:50:00	0.90956	0.90958	0.90943	0.90943	16	0	16
2025.01.06	05:51:00	0.90943	0.90944	0.90939	0.90940	10	0	17
2025.01.06	05:52:00	0.90942	0.90945	0.90940	0.90942	7	0	18
2025.01.06	05:53:00	0.90942	0.90944	0.90938	0.90938	9	0	18
2025.01.06	05:54:00	0.90938	0.90940	0.90937	0.90940	7	0	15
2025.01.06	05:55:00	0.90941	0.90942	0.90927	0.90928	20	0	14
2025.01.06	05:56:00	0.90928	0.90928	0.90923	0.90924	11	0	18
2025.01.06	05:57:00	0.90924	0.90930	0.90920	0.90925	11	0	18
2025.01.06	05:58:00	0.90926	0.90934	0.90925	0.90934	13	0	18
2025.01.06	05:59:00	0.90934	0.90936	0.90931	0.90932	13	0	17
2025.01.06	06:00:00	0.90932	0.90932	0.90923	0.90925	15	0	15
2025.01.06	06:01:00	0.90925	0.90930	0.90924	0.90929	9	0	14
2025.01.06	06:02:00	0.90929	0.90931	0.90928	0.90929	11	0	14
2025.01.06	06:03:00	0.90929	0.90933	0.90929	0.90933	10	0	14
2025.01.06	06:04:00	0.90933	0.90938	0.90933	0.90937	13	0	14
2025.01.06	06:05:00	0.90937	0.90937	0.90935	0.90936	6	0	14
2025.01.06	06:06:00	0.90936	0.90937	0.90933	0.90936	13	0	14
2025.01.06	06:07:00	0.90937	0.90937	0.90930	0.90931	10	0	15
2025.01.06	06:08:00	0.90931	0.90936	0.90931	0.90935	7	0	16
2025.01.06	06:09:00	0.90935	0.90936	0.90934	0.90935	9	0	16
2025.01.06	06:10:00	0.90935	0.90937	0.90930	0.90932	8	0	15
2025.01.06	06:11:00	0.90932	0.90932	0.90927	0.90928	12	0	17
2025.01.06	06:12:00	0.90928	0.90932	0.90927	0.90929	19	0	16
2025.01.06	06:13:00	0.90929	0.90931	0.90927	0.90927	10	0	15
2025.01.06	06:14:00	0.90927	0.90933	0.90927	0.90930	13	0	15
2025.01.06	06:15:00	0.90930	0.90934	0.90930	0.90931	11	0	18
2025.01.06	06:16:00	0.90931	0.90931	0.90920	0.90921	15	0	17
2025.01.06	06:17:00	0.90921	0.90929	0.90921	0.90925	11	0	18
2025.01.06	06:18:00	0.90925	0.90930	0.90925	0.90929	13	0	18
2025.01.06	06:19:00	0.90929	0.90933	0.90929	0.90933	8	0	15
2025.01.06	06:20:00	0.90933	0.90936	0.90931	0.90935	14	0	15
2025.01.06	06:21:00	0.90935	0.90941	0.90934	0.90935	24	0	15
2025.01.06	06:22:00	0.90937	0.90941	0.90936	0.90937	10	0	18
2025.01.06	06:23:00	0.90937	0.90938	0.90935	0.90936	7	0	15
2025.01.06	06:24:00	0.90936	0.90936	0.90934	0.90935	6	0	14
2025.01.06	06:25:00	0.90935	0.90937	0.90935	0.90935	7	0	14
2025.01.06	06:26:00	0.90936	0.90936	0.90931	0.90932	9	0	14
2025.01.06	06:27:00	0.90931	0.90933	0.90930	0.90930	10	0	14
2025.01.06	06:28:00	0.90930	0.90933	0.90921	0.90921	9	0	14
2025.01.06	06:29:00	0.90921	0.90924	0.90919	0.90924	13	0	18
2025.01.06	06:30:00	0.90924	0.90926	0.90919	0.90920	6	0	17
2025.01.06	06:31:00	0.90920	0.90924	0.90917	0.90923	15	0	17
2025.01.06	06:32:00	0.90922	0.90923	0.90913	0.90913	11	0	18
2025.01.06	06:33:00	0.90913	0.90914	0.90911	0.90912	10	0	17
2025.01.06	06:34:00	0.90912	0.90916	0.90912	0.90916	6	0	16
2025.01.06	06:35:00	0.90916	0.90918	0.90915	0.90918	12	0	14
2025.01.06	06:36:00	0.90918	0.90919	0.90916	0.90918	7	0	14
2025.01.06	06:37:00	0.90918	0.90918	0.90917	0.90917	2	0	14
2025.01.06	06:38:00	0.90917	0.90918	0.90916	0.90918	6	0	14
2025.01.06	06:39:00	0.90918	0.90918	0.90917	0.90918	5	0	14
2025.01.06	06:40:00	0.90918	0.90919	0.90917	0.90917	4	0	14
2025.01.06	06:41:00	0.90917	0.90917	0.90916	0.90917	3	0	14
2025.01.06	06:42:00	0.90917	0.90919	0.90916	0.90918	9	0	15
2025.01.06	06:43:00	0.90918	0.90919	0.90917	0.90917	6	0	16
2025.01.06	06:44:00	0.90918	0.90919	0.90916	0.90917	6	0	15
2025.01.06	06:45:00	0.90917	0.90918	0.90916	0.90918	6	0	16
2025.01.06	06:46:00	0.90918	0.90921	0.90917	0.90918	4	0	15
2025.01.06	06:47:00	0.90918	0.90922	0.90917	0.90922	11	0	15
2025.01.06	06:48:00	0.90922	0.90922	0.90915	0.90918	9	0	17
2025.01.06	06:49:00	0.90918	0.90918	0.90915	0.90916	6	0	18
2025.01.06	06:50:00	0.90916	0.90920	0.90915	0.90919	11	0	18
2025.01.06	06:51:00	0.90919	0.90924	0.90919	0.90923	6	0	18
2025.01.06	06:52:00	0.90923	0.90925	0.90921	0.90922	8	0	17
2025.01.06	06:53:00	0.90922	0.90922	0.90918	0.90919	9	0	16
2025.01.06	06:54:00	0.90919	0.90921	0.90915	0.90917	9	0	15
2025.01.06	06:55:00	0.90917	0.90919	0.90917	0.90919	7	0	15
2025.01.06	06:56:00	0.90919	0.90920	0.90918	0.90918	4	0	14
2025.01.06	06:57:00	0.90918	0.90922	0.90918	0.90922	11	0	14
2025.01.06	06:58:00	0.90922	0.90927	0.90922	0.90925	10	0	18
